SRA,LINEAGE__autocolour,STX__autocolour,t5__autocolour,SYMP__autocolour,PRED__autocolour,dataset__autocolour,Cluster_2,Feature10,Cluster_9,Feature105,Feature11,Feature138,Cluster_3,Feature8,Feature95,Feature22,Feature15,Feature2,Feature63,Feature54,Feature165,Feature4,Feature6,Cluster_75,Feature28,Feature19,Feature92,Feature12,Cluster_196,Feature232,Feature51,Feature100,Feature31,Feature118,Feature198,Feature140,Feature21,Feature247,Feature68,Feature181,Feature25,Feature246,Feature99,Feature189,Feature179,Cluster_120,Feature203,Feature222,Cluster_46,Cluster_130,Feature259,Cluster_115,Cluster_44,Feature218,Feature27,Feature130,Feature111,Cluster_127,Feature285,Feature74,Cluster_28,Feature59,Feature223,Feature330,Feature302,Feature320,Cluster_2__colour,Feature10__colour,Cluster_9__colour,Feature105__colour,Feature11__colour,Feature138__colour,Cluster_3__colour,Feature8__colour,Feature95__colour,Feature22__colour,Feature15__colour,Feature2__colour,Feature63__colour,Feature54__colour,Feature165__colour,Feature4__colour,Feature6__colour,Cluster_75__colour,Feature28__colour,Feature19__colour,Feature92__colour,Feature12__colour,Cluster_196__colour,Feature232__colour,Feature51__colour,Feature100__colour,Feature31__colour,Feature118__colour,Feature198__colour,Feature140__colour,Feature21__colour,Feature247__colour,Feature68__colour,Feature181__colour,Feature25__colour,Feature246__colour,Feature99__colour,Feature189__colour,Feature179__colour,Cluster_120__colour,Feature203__colour,Feature222__colour,Cluster_46__colour,Cluster_130__colour,Feature259__colour,Cluster_115__colour,Cluster_44__colour,Feature218__colour,Feature27__colour,Feature130__colour,Feature111__colour,Cluster_127__colour,Feature285__colour,Feature74__colour,Cluster_28__colour,Feature59__colour,Feature223__colour,Feature330__colour,Feature302__colour,Feature320__colour
SRR6324138,I/II,stx2a,4232,BD,BD,TEST,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6324144,I/II,stx2a,4232,BD,BD,TEST,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6324147,I/II,stx2a,4232,BD,BD,TEST,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6324156,I/II,stx2a,4232,BD,D,TEST,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6324267,I/II,stx2a,4232,BD,BD,TEST,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6324285,I/II,stx2a,4232,BD,BD,TEST,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4
SRR6324132,I/II,stx2a,4155,BD,BD,TRAINING,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR7186958,I/II,stx2a,3806,BD,BD,TRAINING,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR7283830,I/II,stx2a,3806,BD,BD,TRAINING,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6324154,I/II,stx2a stx2c,4266,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR7285584,I/II,stx2a,4484,BD,BD,TRAINING,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF
SRR6053024,I/II,stx2a,3856,BD,BD,TRAINING,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF
SRR7283721,I/II,stx2a,4419,BD,BD,TRAINING,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF
SRR7286506,I/II,stx2a stx2c,4406,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6052695,I/II,stx2a stx2c,3805,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF
SRR7866244,I/II,stx2a stx2c,3718,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF
SRR6001290,I/II,stx2a stx2c,3718,BD,BD,TRAINING,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR6052749,I/II,stx2a stx2c,3718,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF
SRR7215898,I/II,stx2a stx2c,3718,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR7244223,I/II,stx2a stx2c,4454,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
SRR7215914,I/II,stx2a stx2c,4301,BD,BD,TRAINING,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#1f77b4,#FFFFFF,#1f77b4,#1f77b4,#1f77b4,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#1f77b4,#FFFFFF,#FFFFFF,#FFFFFF
